lr,conv_filters,dropout,val_accuracy,val_auc,test_accuracy,test_auc
0.0001,"[16, 32, 64, 128]",0.2,0.48823612928390503,0.5032528042793274,0.4993378818035126,0.5046555995941162
0.0005,"[16, 32, 64, 128]",0.2,0.32608819007873535,0.49991369247436523,0.33342528343200684,0.49783849716186523
0.0001,"[32, 64, 128, 256]",0.3,0.6717496514320374,0.5005130171775818,0.6537188291549683,0.49922695755958557
0.0005,"[32, 64, 128, 256]",0.3,0.32576102018356323,0.5002074241638184,0.3249834477901459,0.5012742877006531
0.0001,"[64, 128, 256, 512]",0.4,0.33035561442375183,0.4986327588558197,0.34457072615623474,0.49407854676246643
0.0005,"[64, 128, 256, 512]",0.4,0.32640114426612854,0.5000560283660889,0.341370552778244,0.499054491519928
0.0001,"[32, 64, 64, 128]",0.3,0.3685206174850464,0.5004327297210693,0.3701721429824829,0.5022947788238525
0.0001,"[32, 64, 128, 256]",0.5,0.6663300395011902,0.5026746392250061,0.649415135383606,0.5005092620849609
